id;titre;adrs_numvoie;adrs_typevoie;adrs_libvoie;adrs_codepostal;adrs_libcommune;adrg_libvoie;address_processed;adrg_pays;siteweb
W012002646;TENNIS CLUB DE SAINT ANDRE DE CORCY;54;RUE;DU PETIT JARDIN;1390;Saint-André-de-Corcy;54 rue du petit jardin;54 rue du petit jardin;FRANCE;http://www.tcsaintandredecorcy.com/
W012002647;AMICALE CLASSE 95;403;CHEM1;de la Bretonnière;1440;Viriat;403  chemin de la Bretonnière;403  chemin de la Bretonnière;FRANCE;
W012002648;COMITE D'ANIMATION DU CENTRE HOSPITALIER DE PONT DE VEYLE;;;Centre Hospitalier;1290;Pont-de-Veyle;HÔPITAL LOCAL;HÔPITAL LOCAL;FRANCE;
W012002649;GROUPEMENT DES ÉPICERIES SOCIALES ET SOLIDAIRES RHÔNE-ALPES - AUVERGNE (GESRA);133;AV;Franklin Roosevelt;69150;Décines-Charpieu;133 avenue Franklin Roosevelt;133 avenue Franklin Roosevelt;FRANCE;
W012002650;ARHEPAN LEUCEMIE ESPOIR RHONE ALPES;86;AV;des Sports;1400;Châtillon-sur-Chalaronne;86  AVENUE DES SPORTS;86  AVENUE DES SPORTS;FRANCE;
W012002651;AMICALE DES CLASSES EN 7 DE FRANS LES VERNES;;;Cafe de la place;1480;Frans;133  ROUTE DES SORBIERS;133  ROUTE DES SORBIERS;FRANCE;
W012002652;CLASSE EN 5 DE SAVIGNEUX;;;;1480;Savigneux;;  ;FRANCE;
W012002653;LES DIABLOT' AIN DU PALAIS;32;AV;Alsace Lorraine CS 30306;1006;Bourg-en-Bresse;4 RUE DU PALAIS;4 RUE DU PALAIS;FRANCE;
W012002654;COMITE CANTONAL DE PONT D'AIN DE LA FEDERATION NATIONALE DES ANCIENS COMBATTANTS EN ALGERIE, MAROC ET TUNISIE (F.N.A.C.A.);;;;1160;Pont-d'Ain;;  ;FRANCE;
W012002655;FOYER DES ELEVES;;;Collège Jean Moulin;1600;Trévoux;Collège Jean Moulin;Collège Jean Moulin;FRANCE;
W012002656;INTER-ASSOCIATIONS VONNASSIENNES;;;;1540;Vonnas;;  ;FRANCE;
W012002657;AMICALE DES POMPIERS DE SAINT ANDRE LE BOUCHOUX;;;;1240;Saint-André-le-Bouchoux;Le Village;Le Village;FRANCE;
W012002658;AIN CYCLISME DU BASSIN DE BOURG EN BRESSE (A.C.B.B.);1209;AV;Bad Kreuznach;1000;Bourg-en-Bresse;1209 AVENUE BAD KREUZNACH;1209 AVENUE BAD KREUZNACH;FRANCE;
W012002659;ASSOCIATION SPORT MECANIQUE;885;RUE;des pins;1390;Tramoyes;885  RUE DES PINS;885  RUE DES PINS;FRANCE;
W012002660;PEROUGES GYM LOISIRS;;;;1800;Pérouges;;  ;FRANCE;
W012002661;FOYER SOCIO-EDUCATIF DU COLLEGE VAUGELAS DE MEXIMIEUX;;AV;du Docteur Berthier;1800;Meximieux;AVENUE DU DOCTEUR BERTHIER;AVENUE DU DOCTEUR BERTHIER;FRANCE;
W012002662;ASSOCIATION DE PARENTS D'ELEVES POUR LA CANTINE SCOLAIRE;;;;1560;Mantenay-Montlin;Le Village;Le Village;FRANCE;
W012002663;EQUI-TRA;2;BD;Irène Joliot Curie;1006;Bourg-en-Bresse;2  BOULEVARD IRÈNE JOLIOT CURIE;2  BOULEVARD IRÈNE JOLIOT CURIE;FRANCE;
W012002664;LES AILES DU REVERMONT;;;;1250;Jasseron;;  ;FRANCE;
W012002665;PATATRAD;41;PL;de l'Eglise;1750;Saint-Laurent-sur-Saône;41  place de l'Eglise;41  place de l'Eglise;FRANCE;
W012002666;L'UNION DES FAMILLES;132;RUE;berlioz;1140;Saint-Didier-sur-Chalaronne;132 RUE BERLIOZ;132 RUE BERLIOZ;FRANCE;
W012002667;LES SMALL BIKES;1010;RTE;des Sables;1380;Bâgé-la-Ville;1010 route des Sables;1010 route des Sables;FRANCE;
W012002668;SOU DES ECOLES DE GARNERANS;;;;1140;Garnerans;;  ;FRANCE;
W012002669;ASSOCIATION FAMILIALE DES CENTRES DE VACANCES DE BOURG EN BRESSE (A.F.C.V.);2;BD;Irène Joliot Curie;1000;Bourg-en-Bresse;2  BOULEVARD IRèNE JOLIOT CURIE;2  BOULEVARD IRèNE JOLIOT CURIE;FRANCE;
W012002670;ASSOCIATION DES ANCIENS COMBATTANTS ET VICTIMES DE GUERRE DE L'UNION FEDERALE, SECTION DE CHATILLON SUR CHALARONNE;;;;1400;Châtillon-sur-Chalaronne;;  ;FRANCE;
W012002671;COMITE DEPARTEMENTAL DES OFFICES MUNICIPAUX DES SPORTS DE L'AIN (CD OMS 01);2;BD;Irène Joliot Curie;1006;Bourg-en-Bresse;3, rue des Graves;3, rue des Graves;FRANCE;
W012002672;COPROPRIETE DES GLYCINES;64;RTE;de Port Galland;1800;Saint-Maurice-de-Gourdans;64  route de Port Galland;64  route de Port Galland;FRANCE;
W012002673;CLUB D'AGILITY DE SAINTE EUPHEMIE (C.A.S.E.);;CHEM1;des Plagnes;1600;Sainte-Euphémie;CHEMIN DES PLAGNES;CHEMIN DES PLAGNES;FRANCE;
W012002674;CLUB DE LA RENCONTRE;;;;1600;Massieux;;  ;FRANCE;
W012002675;VILLARDOISE 92;;;Le Moulin a Vent;1330;Birieux;12 LE JARDIN DE VILLARS;12 LE JARDIN DE VILLARS;FRANCE;
W012002676;TEINTE-AME-ART (ASSOCIATION LOI 1901 D'ARTISTES PLASTICIENS DE BRESSE ET D'AILLEURS);;;place de la Grenette;1340;Montrevel-en-Bresse;place de la Grenette;place de la Grenette;FRANCE;
W012002677;AMICALE DES CLASSES EN O DE REYRIEUX;214;RUE;Louis Antoine Duriat;1600;Reyrieux;214  RUE LOUIS ANTOINE DURIAT;214  RUE LOUIS ANTOINE DURIAT;FRANCE;
W012002678;AMICALE DES RETRAITES DE LA MUTUALITE DE L'AIN;58;;bourgmayer;1000;Bourg-en-Bresse;58  bourgmayer;58  bourgmayer;FRANCE;
W012002679;CODEPA - COMITE DEPARTEMENTAL DE L'AIN DE LA FEDERATION NATIONALE DES COMPAGNIES DE THEATRE ET D'ANIMATION;52;PL;Saint Vincent de Paul;1400;Châtillon-sur-Chalaronne;52 place Saint Vincent de Paul;52 place Saint Vincent de Paul;FRANCE;
W012002680;INTERCLASSE DE SAINTE EUPHEMIE;;;;1600;Sainte-Euphémie;;  ;FRANCE;
W012002681;CENTRE SOCIAL ET CULTUREL DE POLLIAT;;;mairie;1310;Polliat;MAIRIE;MAIRIE;FRANCE;
W012002682;CYCLOTOURISTES DU CENTRE DOMBES;;;;1330;Villars-les-Dombes;;  ;FRANCE;
W012002683;AMICALE DES SAPEURS POMPIERS DE CHATILLON SUR CHALARONNE;270;AV;Jean Jaurès;1400;Châtillon-sur-Chalaronne;AVENUE JEAN JAURèS;AVENUE JEAN JAURèS;FRANCE;
W012002684;COMITE NATIONAL DE FAIRBALL;39;;Le Domaine des oiseaux;1600;Reyrieux;39   Le Domaine des oiseaux;39   Le Domaine des oiseaux;FRANCE;http://fairebal.free.fr
W012002685;LES VIEILLES POTS;;;;1600;Sainte-Euphémie;;  ;FRANCE;
W012002686;AMICALE CLASSE 12 SAINT ETIENNE DU BOIS;;;;1370;Saint-Étienne-du-Bois;La Claison;La Claison;FRANCE;
W012002687;HARMONIES EN FÊTE;;PL;de la mairie;1340;Montrevel-en-Bresse;place de la mairie;place de la mairie;FRANCE;
W012002688;AURORE SPORTIVE DE BEREYZIAT;;;;1340;Béréziat;;  ;FRANCE;
W012002689;ASSOCIATION DES ANCIENS COMBATTANTS ET VICTIMES DE GUERRE DE DAGNEUX, MONTLUEL ET ENVIRONS;;;;1120;Dagneux;;  ;FRANCE;
W012002690;JEHAN DE LESCUREL;599;CHEM1;du Portail;1000;Saint-Denis-lès-Bourg;599 chemin du Portail;599 chemin du Portail;FRANCE;
W012002691;SECTION FNATH, ASSOCIATION DES ACCIDENTÉS DE LA VIE DE NEUVILLE-SUR-AIN;;;;1160;Neuville-sur-Ain;2 RUE DU DOCTEUR BOCCARD;2 RUE DU DOCTEUR BOCCARD;FRANCE;
W012002692;HARMONIE DE TREVOUX - ECOLE DE MUSIQUE;3;PL;de la Passerelle;1600;Trévoux;10 RUE DE LA GARE;10 RUE DE LA GARE;FRANCE;
W012002693;COMITE DE FLEURISSEMENT;;;;1270;Domsure;;  ;FRANCE;
W012002694;CLUB DU REVERMONT;;;;1160;Saint-Martin-du-Mont;;  ;FRANCE;
W012002695;BIBLIOTHEQUE DE BEYNOST;Mairie;;;1700;Beynost;MAIRIE;MAIRIE;FRANCE;
W012002696;TENNIS CLUB DE MARLIEUX;;;;1240;Marlieux;;  ;FRANCE;
W012002697;SYNDICAT D'INITIATIVE DE SAINTE CROIX;;;;1120;Sainte-Croix;;  ;FRANCE;
W012002698;COMITE D'ANIMATION DE BIRIEUX;;;;1330;Birieux;;  ;FRANCE;
W012002699;ASSOCIATION DES PRATICIENS DE LA CLINIQUE CONVERT POUR LA FORMATION, L'INFORMATION ET L'ENSEIGNEMENT MEDICAL;62;AV;de Jasseron;1000;Bourg-en-Bresse;62  avenue de Jasseron;62  avenue de Jasseron;FRANCE;
W012002700;GROUPEMENT DES CADRES DE DIRECTION DU SECTEUR SANITAIRE ET SOCIAL DE L'AIN;;;;1370;Treffort-Cuisiat;;  ;FRANCE;
W012002701;TRAVAILLEURS INDEPENDANTS ET/OU EN SECTEUR ANIMATION, NATURE ET/OU ASSOCIATIF DANS L'AIN (TISANA 01);403;RUE;de la Correrie;1960;Péronnas;403 rue de la Correrie;403 rue de la Correrie;FRANCE;
W012002702;GROUPE DE COORDINATION DE L'AERODROME DE BOURG-EN-BRESSE (G-CO);;;;1250;Jasseron;;  ;FRANCE;
W012002703;AMICALE DES ANCIENS COMBATTANTS ET VICTIMES DE GUERRE;;;;1290;Biziat;;  ;FRANCE;
W012002704;TEAM WOOP DIDOU'S 'DYLAN CHANAVAT';;;Presles;69870;Chambost-Allières;PRESLES;PRESLES;FRANCE;
W012002705;AMICALE DES CLASSES EN 3;;;;1990;Baneins;Champ Fleuri;Champ Fleuri;FRANCE;
W012002706;COMITE DES FETES DE SERMOYER;mairie;;;1190;Sermoyer;mairie;mairie;FRANCE;
W012002707;AMICALE DE LA CLASSE 1951 DE SAINT-LAURENT-SUR SAONE;32;RUE;Henri IV;1750;Saint-Laurent-sur-Saône;32 RUE HENRI IV;32 RUE HENRI IV;FRANCE;
W012002708;AMICALE DES MUTILES, ANCIENS COMBATTANTS ET VICTIMES DE GUERRE  DE VANDEINS;;;;1660;Vandeins;;  ;FRANCE;
W012002709;TEAM RUPTEUR;41;AV;de Verdun;1800;Meximieux;41  avenue de Verdun;41  avenue de Verdun;FRANCE;
W012002710;UFCV - COMITE DEPARTEMENTAL DE L'AIN;20;RUE;de la Basilique;1000;Bourg-en-Bresse;20 RUE DE LA BASILIQUE;20 RUE DE LA BASILIQUE;FRANCE;
W012002711;COMITE DES FETES DE MASSIEUX;;PL;de la mairie;1600;Massieux;26 chemin de Val de Saône;26 chemin de Val de Saône;FRANCE;
W012002712;COMITE DES FETES DE SAINT-ANDRE-SUR-VIEUX-JONC;;;;1960;Saint-André-sur-Vieux-Jonc;;  ;FRANCE;
W012002713;PONT DE VAUX-01 PULSION;12 Bis;RUE;Grand Faubourg;1190;Pont-de-Vaux;41 IMPASSE DES CERISIERS;41 IMPASSE DES CERISIERS;FRANCE;
W012002714;ASSOCIATION MAISON SAINT JOSEPH;;RUE;Thomas Riboud;1250;Jasseron;rue Thomas Riboud;rue Thomas Riboud;FRANCE;
W012002715;LES JARDINS PONDINOIS;7;RUE;Louise de Savoie;1160;Pont-d'Ain;7 rue Louise de Savoie;7 rue Louise de Savoie;FRANCE;
W012002716;BADMINTON CLUB DE REPLONGES;;;Croix colin sud;1750;Replonges;Croix colin sud;Croix colin sud;FRANCE;
W012002717;COMITE DES FETES DE CHALEINS;;;;1480;Chaleins;;  ;FRANCE;
W012002718;LA BOULE LENTAISE;;;;1240;Lent;;  ;FRANCE;
W012002719;V.T.T. AND CO;;;;1370;Treffort-Cuisiat;;  ;FRANCE;
W012002720;CENTRE D'INFORMATION SUR LA PREVENTION DES DIFFICULTES DES ENTREPRISES DE L'AIN (CIP DE L'AIN);1;RUE;Joseph Bernier;1000;Bourg-en-Bresse;1  rue Joseph Bernier;1  rue Joseph Bernier;FRANCE;
W012002721;"ASSOCIATION ""LE CHAMP DE LA JEANNE""";1;RUE;du Champ de la Jeanne;1560;Saint-Trivier-de-Courtes;1  rue du Champ de la Jeanne;1  rue du Champ de la Jeanne;FRANCE;
W012002722;ONDA LATINA;1899;RTE;de Chalamont;1960;Servas;1899  ROUTE DE CHALAMONT;1899  ROUTE DE CHALAMONT;FRANCE;
W012002723;CORPSELLESACTION;3;HAME1;des Fauvettes;1390;Mionnay;3  hameau des Fauvettes;3  hameau des Fauvettes;FRANCE;
W012002724;BRESSE COCAGNE TAROT CLUB (B.C.T.C.);;;;1340;Attignat;;  ;FRANCE;
W012002725;UNION DEPARTEMENTALE DES SAPEURS POMPIERS DE L'AIN;200;AV;du Capitaine Dhonne;1000;Bourg-en-Bresse;200 AVENUE DU CAPITAINE DHONNE;200 AVENUE DU CAPITAINE DHONNE;FRANCE;
W012002726;LES CANAILLES DE LA REYSSOUZE;;;Le Bourg;1190;Chavannes-sur-Reyssouze;Le Bourg;Le Bourg;FRANCE;
W012002727;AMICALE DES SAPEURS POMPIERS;;;;1160;Saint-Martin-du-Mont;;  ;FRANCE;
W012002728;COBATY DES PAYS DE L'AIN;4;RUE;du Couchant;1360;Loyettes;4 RUE DU COUCHANT;4 RUE DU COUCHANT;FRANCE;
W012002729;ASSOCIATION SPORTIVE, CULTURELLE ET D'ENTRAIDE DE L'AIN (A.S.C.E. 01);23;RUE;Bourgmayer;1000;Bourg-en-Bresse;23 RUE BOURGMAYER;23 RUE BOURGMAYER;FRANCE;
W012002730;CLUB DE L'AMITIE;;;;1160;Pont-d'Ain;;  ;FRANCE;
W012002731;OR.GE.CO. 01;1133;AV;de Lyon;1960;Péronnas;1133  AVENUE DE LYON;1133  AVENUE DE LYON;FRANCE;
W012002732;YOG'AIN;3;RUE;Docteur Hudellet;1000;Bourg-en-Bresse;68 BOULEVARD DE BROU;68 BOULEVARD DE BROU;FRANCE;
W012002733;ASSOCIATION DES ANCIENS MAIRES ET ADJOINTS DU CANTON DE VILLARS LES DOMBES;;;;1330;Villars-les-Dombes;152 ROUTE D'ARS;152 ROUTE D'ARS;FRANCE;
W012002734;CEPHALEE;;RUE;Maréchal de Lattre de Tassigny;1190;Pont-de-Vaux;10 PLACE POISAT;10 PLACE POISAT;FRANCE;
W012002735;AMICALE DES SAPEURS-POMPIERS DE MARBOZ;;;sous le château;1851;Marboz;sous le château;sous le château;FRANCE;
W012002736;COMITE DE FLEURISSEMENT ET LOISIRS;;;le Bourg;1560;Vernoux;le Bourg;le Bourg;FRANCE;
W012002737;AMICALE BOULE CHATILLONNAISE;108;PL;de la République;1400;Châtillon-sur-Chalaronne;108 place de la République;108 place de la République;FRANCE;
W012002738;SKATE N'CO;;PL;de la Terrasse;1600;Trévoux;résidence Valadon;résidence Valadon;FRANCE;
W012002739;LES JARDINIERS DU VAL DE SAONE;224;;boucle des Chaneyes;1380;Bâgé-la-Ville;224   boucle des Chaneyes;224   boucle des Chaneyes;FRANCE;
W012002740;ASSOCIATION DES JEUNES DE RIGNIEUX LE FRANC;;PL;du village;1800;Rignieux-le-Franc;195 Rue des Brosses;195 Rue des Brosses;FRANCE;
W012002741;LUDOTHEQUE DE BOURG EN BRESSE AMI'LUDE;15;RUE;du 23ème Régiment d'Infanterie;1000;Bourg-en-Bresse;15  RUE DU 23ÈME RÉGIMENT D'INFANTERI;15  RUE DU 23ÈME RÉGIMENT D'INFANTERI;FRANCE;
W012002742;AMICALE DES CONSCRITS 91;246;RUE;du puits guillemin;1750;Replonges;246  rue du puits guillemin;246  rue du puits guillemin;FRANCE;
W012002743;ASSOCIATION DEPARTEMENTALE DES JUMELAGES DE LA POSTE ET DE FRANCE TELECOM BOURG EN BRESSE - BAD KREUZNACH - LONDRES;2ter;BD;Paul Bert;1000;Bourg-en-Bresse;3 RUE CHARLES VOISIN;3 RUE CHARLES VOISIN;FRANCE;
W012002744;JUMEAUX ET PLUS, L'ASSOCIATION DE L'AIN;12 bis;RUE;de la Liberté;1000;Bourg-en-Bresse;12 bis rue de la Liberté;12 bis rue de la Liberté;FRANCE;
W012002745;COMITE DE JUMELAGE DE CHATILLON LA PALUD-VILLETTE SUR AIN;;;;1320;Châtillon-la-Palud;...;...;FRANCE;
W012002746;RUGBY CLUB DE LA DOMBES;;;Clémenciat;1400;L'Abergement-Clémenciat;CLéMENCIAT;CLéMENCIAT;FRANCE;
W012002747;SECTION MAIALI PLONGEE;;;camp de la Valbonne;1360;Béligneux;CAMP DE LA VALBONNE;CAMP DE LA VALBONNE;FRANCE;
W012002748;FOYER RURAL SECTION JUDO;;;grande rue;1270;Coligny;grande rue;grande rue;FRANCE;
W012002749;V.T.T. BOURG REVERMONT;204;RUE;Prosper Convert;1440;Viriat;204  RUE PROSPER CONVERT;204  RUE PROSPER CONVERT;FRANCE;
W012002750;COMITE COMMUNAL DE FLEURISSEMENT;;;;1290;Saint-Jean-sur-Veyle;;  ;FRANCE;
W012002751;SECTION FNATH, ASSOCIATION DES ACCIDENTES DE LA VIE DE CHATILLON-SUR-CHALARONNE;;;;1400;Châtillon-sur-Chalaronne;;  ;FRANCE;
W012002752;COMITE DE PILOTAGE DES TENNIS PORTE OUEST DE LA DOMBES;234;RTE;de Fléchères;1480;Fareins;53 chemin du Collomban;53 chemin du Collomban;FRANCE;
W012002753;ASSOCIATION POUR LA PRESERVATION DE MATERIELS TRANS EUROP EXPRESS;;PL;de l'Europe;83400;Hyères;11 AVENUE DE LA MÉDITERRANÉE;11 AVENUE DE LA MÉDITERRANÉE;FRANCE;
W012002754;LOISIRS ET DETENTE;1;RUE;St Roch;1000;Bourg-en-Bresse;9 rue Anthony VIOT;9 rue Anthony VIOT;FRANCE;
W012002755;AMICALE DES SAPEURS-POMPIERS DE CONDEISSIAT;;;;1400;Condeissiat;;  ;FRANCE;
W012002756;WHARMA (RACONTE);2;BD;Irène Joliot Curie;1006;Bourg-en-Bresse cedex;2  BOULEVARD IRÈNE JOLIOT CURIE;2  BOULEVARD IRÈNE JOLIOT CURIE;FRANCE;
W012002757;AMICALE DES CLASSES EN 9;;;;1480;Fareins;;  ;FRANCE;
W012002758;AMICALE DES SAPEURS POMPIERS DE COLIGNY;;;;1270;Coligny;;  ;FRANCE;
W012002759;SERENADE;;;promenade des Tilleuls;1120;Montluel;promenade des Tilleuls;promenade des Tilleuls;FRANCE;
W012002760;AMICALE DES RETRAITES, VEUFS ET VEUVES E.D.F./ G.D.F. DE LA COTIERE;;;;1120;La    Boisse;;  ;FRANCE;
W012002761;ASSOCIATION DE LA CLASSE EN 9 DE MISERIEUX;235;LOT;le Pelageois;1390;Rancé;GRANDE RUE;GRANDE RUE;FRANCE;
W012002762;SOCIETE DES JARDINS OUVRIERS ET FAMILIAUX DE VILLARS;;;;1330;Villars-les-Dombes;;  ;FRANCE;
W012002763;AMICALE DES SAPEURS POMPIERS DE JASSANS RIOTTIER;324;RUE;du Marmont;1480;Jassans-Riottier;324, rue du Marmont;324, rue du Marmont;FRANCE;
W012002764;AMICALE DU PERSONNEL DU CENTRE HOSPITALIER DE BOURG EN BRESSE;900;RTE;de Paris;1440;Viriat;900 route de Paris;900 route de Paris;FRANCE;
W012002765;GROUPEMENT D'EMPLOYEURS A VOCATION DE REMPLACEMENT DES JEUNES AGRICULTEURS;4;AV;du Champ de Foire;1000;Bourg-en-Bresse;4 avenue du Champ de Foire;4 avenue du Champ de Foire;FRANCE;
W012002766;COTWE FRANCE - BRANCHE DES PAYS DE L'AIN (CORRESPONDANTE DE L'ASSOCIATION NATIONALE ''CONFRERIE DE L'ORDRE DES TASTE WHISKY ECOSSAIS FRANCE'');16;RUE;de la Basilique;1000;Bourg-en-Bresse;16  RUE DE LA BASILIQUE;16  RUE DE LA BASILIQUE;FRANCE;
W012002767;CLUB PHOTO DE SAINT ANDRE DE CORCY;122;IMP;des mésanges;1390;Saint-André-de-Corcy;122  impasse des mésanges;122  impasse des mésanges;FRANCE;
W012002768;CENTRE CULTUREL ISLAMIQUE DE BOURG EN BRESSE;29;RUE;de la Croix Blanche;1000;Bourg-en-Bresse;29 RUE DE LA CROIX BLANCHE;29 RUE DE LA CROIX BLANCHE;FRANCE;
W012002769;ARCHAIQUE;43;AV;de la gare;43130;Retournac;43  AVENUE DE LA GARE;43  AVENUE DE LA GARE;FRANCE;
W012002770;ASSOCIATION DEPARTEMENTALE DES PARENTS D'ELEVES DE L'ENSEIGNEMENT PUBLIC DE L'AIN;;;maison de la vie associative;1000;Bourg-en-Bresse;maison de la vie associative;maison de la vie associative;FRANCE;
W012002771;L'ACADEMIE NAPOLEON, SOCIETE D'HISTOIRE NAPOLEONNIENNE;144;MONT1;Carriat;1600;Reyrieux;144 montée Carriat;144 montée Carriat;FRANCE;
W012002772;ASSOCIATION POUR LE DON DU SANG BENEVOLE DE SAINT DIDIER D'AUSSIAT - SAINT SULPICE;;;;1340;Saint-Didier-d'Aussiat;12 route de Mézériat;12 route de Mézériat;FRANCE;
W012002773;VIN SUR V'AIN;17;RUE;Charles Jarrin;1000;Bourg-en-Bresse;17  RUE CHARLES JARRIN;17  RUE CHARLES JARRIN;FRANCE;
W012002774;MDL LYCEE MARCELLE PARDE;47;AV;Alsace Lorraine;1000;Bourg-en-Bresse;33 boulevard Paul Bert;33 boulevard Paul Bert;FRANCE;
W012002775;VILLAGES ATHLETIQUES BRESSANS;;;;1340;Malafretaz;;  ;FRANCE;
W012002776;ASSOCIATION DES CLASSES EN 3;;;;1120;Dagneux;;  ;FRANCE;
W012002777;CLUB SPORTIF NEUVILLOIS VETERANS (C.S.N.V.);;LD;Les Guêts;1400;Sulignat;lieu-dit Les Guêts;lieu-dit Les Guêts;FRANCE;
W012002778;UNION TERRITORIALE DE RETRAITES CFDT DE L'AIN (UTR CFDT 01);1;ALL;des Brotteaux;1000;Bourg-en-Bresse;1 allée des Brotteaux;1 allée des Brotteaux;FRANCE;
W012002779;MODEL CLUB DU VAL DE SAONE (M.C.V.S.);;;;1570;Feillens;;  ;FRANCE;
W012002780;ECLAT DE VIE;26;LOT;les Peupliers;1390;Saint-André-de-Corcy;;26 LOT les Peupliers;FRANCE;
W012002781;COMITE LOCAL DE MANZIAT DE LA FEDERATION NATIONALE DES ANCIENS COMBATTANTS EN ALGERIE MAROC ET TUNISIE (FNACA);;;;1570;Manziat;;  ;FRANCE;
W012002782;ASSOCIATION SPORT CO'MONTREVEL (ASCM);19;RUE;du Grand Sillon;1340;Montrevel-en-Bresse;19  RUE DU GRAND SILLON;19  RUE DU GRAND SILLON;FRANCE;
W012002783;TEAM DU VIEUX JONC (T.V.J.);117;RTE;de la Dombes;1400;Condeissiat;117  ROUTE DE LA DOMBES;117  ROUTE DE LA DOMBES;FRANCE;
W012002784;AMICALE DES SAPEURS POMPIERS DE FAREINS;;;;1480;Fareins;;  ;FRANCE;
W012002785;INSTITUTION SAINT FRANCOIS DE SALES;109;RUE;de l'Agriculture;1330;Villars-les-Dombes;LES BRUYATTES;LES BRUYATTES;FRANCE;
W012002786;COMITE DE JUMELAGE DE TOSSIAT;;;;1250;Tossiat;;  ;FRANCE;
W012002787;CHATS SANS FAMILLE 01;282;LD;Le Petit Vallon;1340;Foissiat;282  lieu-dit Le Petit Vallon;282  lieu-dit Le Petit Vallon;FRANCE;
W012002788;DYNASTY & DYNASTY FOUNDATION (D & D);;CHEM1;du Mas Pressieu;1800;Pérouges;chemin du Mas Pressieu;chemin du Mas Pressieu;FRANCE;
W012002789;ASSOCIATION POUR L'ADMINISTRATION ET LE FONCTIONNEMENT DE LA MAISON DENTAIRE DE L'AIN;827;RUE;de la Source;1440;Viriat;827 rue de la Source;827 rue de la Source;FRANCE;
W012002790;SOU DES ECOLES LAIQUES ET D'EDUCATION PERMANENTE DE LA BOISSE;;;;1120;La    Boisse;;  ;FRANCE;
W012002791;AMICALE DE LA 4EME BATTERIE;;;CAMP DE LA VALBONNE;1360;Béligneux;camp de la valbonne;camp de la valbonne;FRANCE;
W012002792;BILLARD CLUB DE BOURG-EN-BRESSE;2;BD;Irène Joliot Curie;1000;Bourg-en-Bresse;2 BOULEVARD IRÈNE JOLIOT CURIE;2 BOULEVARD IRÈNE JOLIOT CURIE;FRANCE;www.bcbb01.fr
W012002793;ASSOCIATION DEPARTEMENTALE DU LYCEE PROFESSIONNEL PRIVE RURAL DE L'AIN;160;RUE;de la Poype;1330;Villars-les-Dombes;160 rue de la Poype;160 rue de la Poype;FRANCE;
W012002794;AMICALE DES CLASSES EN 1 DE BOURG EN BRESSE;;;8 allee des boutons d'or;1000;Bourg-en-Bresse;8 allee des boutons d'or;8 allee des boutons d'or;FRANCE;
W012002795;GYMNASTIQUE VOLONTAIRE MIRIBEL LA COTIERE;;;;1700;Miribel;;  ;FRANCE;
W012002796;LES 3 COUPS DE BALAI;;;;1240;Certines;;  ;FRANCE;
W012002797;CONSEIL DES PARENTS D'ELEVES DE L'ETABLISSEMENT REGIONAL D'ENSEIGNEMENT ADAPTE DE LA CHAGNE;;;;1000;Bourg-en-Bresse;;  ;FRANCE;
W012002798;AMICALE DES SAPEURS POMPIERS DE FEILLENS;;;;1570;Feillens;;  ;FRANCE;
W012002799;DANS MA CUISINE...;;IMP;des Chenaudes;1090;Lurcy;IMPASSE DES CHENAUDES;IMPASSE DES CHENAUDES;FRANCE;
W012002800;LE P'TIT THEÂTRE DE MESSIMY;;;Le Bourg;1480;Messimy-sur-Saône;123 chemin de la Lie;123 chemin de la Lie;FRANCE;
W012002801;CONSCRITS DE SAINT DENIS LES BOURG CLASSE 2012;39;ALL;de Chaumont;1000;Saint-Denis-lès-Bourg;39  allée de Chaumont;39  allée de Chaumont;FRANCE;
W012002802;ASSOCIATION SPORTIVE DU VOLANT (A.S. DU VOLANT);53;RUE;Julien Manissier;1250;Jasseron;53 RUE JULIEN MANISSIER;53 RUE JULIEN MANISSIER;FRANCE;
W012002803;ASSOCIATION DES ARCHITECTES DE L'AIN;10;PL;du Centre;1250;Saint-Just;441 GRANDE RUE;441 GRANDE RUE;FRANCE;
W012002804;LA BERGERE ET LE CRAPAUD;120;RUE;des écoles;1000;Saint-Denis-lès-Bourg;120 RUE DES éCOLES;120 RUE DES éCOLES;FRANCE;
W012002805;GROUPEMENT DES ASSOCIATIONS DE RETRAITES ET DE PERSONNES AGEES DE LA COMMUNAUTE DE COMMUNES DE MONTREVEL;;;;1340;Montrevel-en-Bresse;;  ;FRANCE;
W012002806;AMICALE DES DONNEURS DE SANG DE PONT DE VAUX ET ENVIRONS;;;;1190;Pont-de-Vaux;;  ;FRANCE;
W012002807;AMICALE DES CLASSES EN 6 DE SAINTE EUPHEMIE;;;;1600;Sainte-Euphémie;;  ;FRANCE;
W012002808;CLUB LOISIRS ENSEMBLE DE VANDEINS;27;;;1660;Vandeins;Le Village;Le Village;FRANCE;
W012002809;LE PLONGEUR MASQUE DE TREVOUX (P.M.T.);636;CHEM1;D ARRAS;1600;Trévoux;15 ALLÉE DE LA CALBONDE;15 ALLÉE DE LA CALBONDE;FRANCE;
W012002810;ASSOCIATION DES CHAUFFEURS DE BOURG EN BRESSE ET ENVIRONS;;;boulevard Joliot Curie;1000;Bourg-en-Bresse;boulevard Joliot Curie;boulevard Joliot Curie;FRANCE;
W012002811;LOZANNE AVENTURE;;;15, route de Lyon;69380;Lozanne;RUE DES AJONCS;RUE DES AJONCS;FRANCE;
